source,target,direction,origin
"Eye menya nu si woawɔ o la, etsɔ ɖevia ƒu gbe zãme ɖe tsiledo aɖe si medidi le aƒea gbɔ o la me.","Ne sachant pas quoi faire, elle aurait attendu la nuit tombée pour glisser l’enfant dans le puisard non loin de leur habitation",ewe-fra,mafand
medi be naƒlẽ yaourt nam,"Je veux qu'il m'achète des glaces bien évidemment,",ewe-fra,afrolingu
esia menye nu baɖa o,Ce qui n’est pas une mauvaise chose,ewe-fra,afrolingu
Il n’est pas loin non plus du roi Pelé en ce qui concerne le plus grand nombre de buts dans un même club,Wosrɔ̃ aɖaŋuɖenuwo ŋudɔwɔwɔ hena nu yeyewo tutu.,fra-ewe,mafand
mese egɔme fifia,Je comprends tout,ewe-fra,afrolingu
"""""""Ne dit-on pas que les actions en disent plus long que les mots"""" ? De la même maniere, les motifs en disent long sur les actions. """"""",wogblɔa enuenu be agbenɔnɔwo ƒoanu le eŋu nyui wu nuƒoƒowo,fra-ewe,afrolingu
Mekpɔ mɔ́ be wona sia nye nu aɖe si wowɔ menye kple susu be wotɔtɔ xɔsetɔwo ƒe susu o.,«J’ose espérer qu’il s’agit d’un geste de superficialité qui n’a pas été fait avec l’intention d’offenser la sensibilité des fidèles,ewe-fra,mafand
"Sur place, le bateau n'est pas vraiment ce que j'espérais,",le teƒea la tɔdziʋua menye nusi me kpɔ mɔ na o,fra-ewe,afrolingu
"Je ne dors toujours pas bien,",nye mele alɔ̃ dɔm nyuie o,fra-ewe,afrolingu
Wokpɔa wogbɔ edziedzi hena dedienɔnɔ.,“Cette personne avait déposé plainte en 2011 au commissariat du XXeme pour des faits de violences,ewe-fra,mafand
"la raison du départ« J’essaye de m’adapter à l’équipe et au vestiaire, apprendre la langue, communiquer avec mes coéquipiers","Mele agbagba dzem be mawɔ ɖeka kple tɔnyewo, masrɔ̃ gbea eye be masɔgbe kaba.",fra-ewe,mafand
wokpɔa xexea kple woƒe nukpɔ susu vovoawo,"Ils voyaient naturellement le monde de manière différente avec différentes informations à leur disposition,",ewe-fra,afrolingu
L'oiseau saisit alors la petite flle et s'envola avec elle jusqu'au sommet d'un grand arbre.,"Xe la le nyɔnuvi la, kɔe vayi da ɖe ati gã aɖe tame.",fra-ewe,afrolingu
"Au nombre de 1200, les agents de vaccination sillonneront les maisons, marchés et autres lieux publics, a annoncé la responsable régionale de la santé pour le Grand-Lomé, Josée Apetsianyi-Nayo, en invitant les parents à se mobiliser pour cette opération","Lamesẽnyawogbɔkpɔla si le Lome be abɔtasila 1200 woele tsatsam le aƒewo, asiwo kple teƒe vovowo hena dɔa wɔwɔ.",fra-ewe,mafand
«Nous avons marché de haut en bas du village sous la pluie torrentielle à 6 heures du matin pour voir si nous pouvions trouver un bruit électrique pour soutenir notre théorie,Miezɔ le dua ƒe dzigbe va anyigbe me le tsidzadzagã aɖe me be miate ŋu keɖe latrikihowɔwɔ aɖe ŋu ale be miaɖo kpe miaƒe susu la dzi mahã.,fra-ewe,mafand
ede ƒè ene kloe esi mienɔ du,Une relation amoureuse qui aura duré un peu moins de quatre années,ewe-fra,afrolingu
"“Afin d’aider les pays en développement à sortir effectivement de la crise, et à mieux assurer l’après-Covid-19, les efforts de la communauté internationale devraient inclure l’annulation et autres allègements du fardeau de la dette afin de leur permettre de mieux se reconstruire”, a-t-il dit",Wogblɔ nu siwoe nye viɖe kple kuxi na xexe sia si le tɔtrɔm le aɖaŋuɖenyawo sime la ta.,fra-ewe,mafand
"Les discussions entamées, se poursuivront jusqu’en juillet 2021",Mima mmiaƒe ɖoɖowo eye nye hã magbl;lo mia tɔwo na mi le tanya bubu me.,fra-ewe,mafand
"Je suis très heureux, car je peux jouer mon vrai football",Mekpoɔ dzidzɔ elabe mate ŋu ƒo nye ŋutɔ nye bɔl.,fra-ewe,mafand
Dzidzɔm be maɖe foto sia kpli wo.,C’est un plaisir de faire cette photo pour vous,ewe-fra,mafand
"Beaucoup de choses ont changé,",nu geɖewo trɔ,fra-ewe,afrolingu
"€“ Wow, c'est la réponse la plus sincère que j'ai entendue,","wow, ŋuɖoɖo nyui kekeake nye esia",fra-ewe,afrolingu
ele be amesiwo bubu siwomele dziɖuɖua me o la nabu tame le eŋu,Cliquez pour partager sur Twitter(ouvre dans une nouvelle fenêtre) Cela implique une réflexion profonde qui doit être menée par des personnes extérieures à la machine administrative.,ewe-fra,afrolingu
le goɖe me woakpe mi na wɔna vovovowo,"D'un côté vous recevez des invitations à de nombreux évènements,",ewe-fra,afrolingu
Elle vivait juste sa vie comme elle l’entendait et travaillait d’arrache-pied pour l’entreprise familiale,enɔa agbe abe ale si dzroe ene eye wowɔa dɔ atraɖitɔe na ƒomea,fra-ewe,afrolingu
agbãlɛ sia nyo ŋutɔ eye esi menɔ xlẽm la megblɔ be anyo na Nollywood nɔnɔmetata,"""""""Qu'espérions-nous en créant et maintenant des sociétés inégalitaires, discriminatoires, où certains citoyens sont écrasés, muselés, sans perspectives et à qui la voie criminelle apparaît comme une alternative plus intéressante? On a completement raté et ignoré le stade de la prévention, sauf qu'on n'est pas tres bons dans la réaction non plus. """"""",ewe-fra,afrolingu
"Depuis le début de l’année, il ne cessait de me dire qu’il voulait faire un deuxième atelier de cocktails avec les enfants","tso keke ƒèa gɔmedzedze ke la, medzudzɔ egbɔgblɔ nam be yele dzidzim be yeawɔ hatsaka ɖoɖo evelia kple ɖeviawo o",fra-ewe,afrolingu
"Je sors de l'administration de IUGB et rejoins Aida,",medzo le IUGB dɔdzikpɔkpɔ he geɖe Aida dzi,fra-ewe,afrolingu
ƒomea kple xɔ̃awoe kplɔ ange yi ɖe eƒe nɔƒe mamlɔea,Ange a été raccompagné à sa dernière demeure par sa famille et ses amis,ewe-fra,afrolingu
Le manager de la star guinéenne prend soin de préciser qu’il n’en est pas sûr,Ke hã eƒe nyanuɖela la be yemeka ɖe esia dzi tututu o.,fra-ewe,mafand
eye wogɔmeɖeɖe hã trɔ ɖe nyɔnuwo wɔwɔ kosiwoe le ŋutsuwo ŋkumee,"""""""Alors, lorsqu'on me demande à moi, citoyen camerounais et du monde, ce que devraient être nos élites, quelles devraient être leurs attribution, je ne peux contribuer qu'en mettant en exergue ce qui découle de mon vécu ou de mes lectures. """"""",ewe-fra,afrolingu
Je suis souvent découragée lorsque je dois envoyer une demande d’ami à une entreprise sur Facebook pour pouvoir lui écrire,medoa dzidzɔ nam be mabia xɔ̃lɔ̃dzedze adzo aɖe le facebook dzi hafi ateŋu aŋlɔ nu nae o,fra-ewe,afrolingu
"le du aɖe me si vovototo mele du kple dunyagblɔha si le dua kplɔm me o la,du ƒe ga nye dunyagblɔha sia hã tɔ",Et n'y pourront rien les subsides distribués (de maniere arbitraire) aux partis d'opposition par cet Etat en vue des élections.,ewe-fra,afrolingu
"""""""Non, ce n'est pas (que) le recyclage. """"""",menye asitɔtrɔ le nu ŋu ɖeɖe koe,fra-ewe,afrolingu
Il a également effectué des essais à Reading et Arsenal avant de finalement pendre la direction de Leicester sans jamais jouer la moindre minute en professionnel avec les « Foxes »,Wodoe kpɔ le Reading k̂ple Arsenal hafi yova yi Leicester ke meƒo bɔl kpɔ abe enyala deto ene o.,fra-ewe,mafand
"Avant même l’ouverture du Final 8 de la Ligue des champions, le FC Barcelone était passé à l’action sur le marché en s’attachant les services de Miralem Pjanic","Hafi woaʋu championsleague nu la, Barcelona ƒle Pjanic xoxo.",fra-ewe,mafand
Tsikɔwuamea ga sẽ ɖe edzi wu tsã.,La soif empira.,ewe-fra,afrolingu
"Je parle rarement des livres que je n'aime pas,",Nye me ƒoanu edziédzi kuɖe agbalɛ siwo nye melɔna o,fra-ewe,afrolingu
"Gabon: ne wogbe nyɔnu aɖe la, edzilawo natrɔ ametabiagbã la na. Wogu amesitsatsa le ƒè 1794 me.",Gabon : la dot désormais remboursable en cas de divorceLa femme bénéficie de l’abolition de l’esclavage en 1794,ewe-fra,mafand
Des gens sont venus me dire « ça va aller »,amewo va gblɔ nam be ela yi,fra-ewe,afrolingu
"On parlera des auteurs et activistes littéraires qui passent par des voies alternatives aux maisons d'édition pour partager leurs oeuvres et se faire connaitre,",miaƒonu tso nuwɔlawo kple agbãlɛnyawotaʋlilawo siwo to mɔ madzɔmadzɔwo dzi yia agbãlɛ taƒewo alebe woanya woƒe agbalɛwo,fra-ewe,afrolingu
"nye menya ne nuwo trɔ o gake esia fia be ne womedzi wo kaba le Kanada o la, mate ŋu zu bɔlƒola gã o",Je ne sais pas si les choses ont changé depuis lors mais cela signifiait que les enfants nés en fin d’année auraient toujours moins de chance de finir professionnels de hockey au Canada à cause d’un processus de sélection arbitraire,ewe-fra,afrolingu
Ayi edzi kple adẽ suseawo alo atrɔ le gbãtɔ tsotso megbe.,"Contactée par l’AFP, Me Elise Arfi, l’avocate de l’artiste, n’a pas répondu dans l’immédiat",ewe-fra,mafand
Real Madrid sie le Mabappé ƒeƒlenya dzi nyuie la va tɔ́ le koronadɔ ƒe kuxi si wode ganyawo me la ta,Le Real Madrid qui était bien parti sur le dossier Kylian Mbappé a été coupé dans son élan par la crise financière due au coronavirus,ewe-fra,afrolingu
Ah! Kpɔɖa nye ya ɖe mewua alakpatɔwo he!,"Ah Naar, moi, le menteur je le tue !",ewe-fra,afrolingu
"»*Elle lui répondit qu’elle aurait son diplôme dans quelques mois et qu’elle aimait beaucoup lire des histoires d’amour, regarder des films d’horreur et manger","Eɖo eŋu nae be yele yeƒe ɖaseɖigbalẽ xɔ ge le ɣleti aɖewo megbe eye yelɔ̃a lɔlɔ̃nyagbalẽwo xexlẽ, ŋɔdidonamenɔnɔmetatawo kpɔkpɔ kple nuɖuɖu",fra-ewe,afrolingu
"Je dévore des glaces avec ou sans des amis,","Ne xɔ̃nyewo li alo meli hã, menɔa yaourt ko",fra-ewe,afrolingu
Afeez Agoroe nye ameŋkuta gãtɔ wu le Nigeria.,Afeez Agoro : voici l’homme le plus grand du Nigeria,ewe-fra,mafand
"ne ŋutsu le tsitsim la, eƒe afɔna gbɔdzɔna ale be ehea susumedɔlelewo vae abe ameɖokuiɖeɖaga kple kuxi hena nuxexlẽsɔsrɔ̃ ene","Avec l’âge, les spermatozoïdes se dégradent et peuvent être associés à des problèmes neurocognitifs comme l’autisme, la schizophrénie, la dyslexie, etc",ewe-fra,afrolingu
"miliar siwo miedzɔna le tetɔƒewo ɖe nu ka wɔm miele kpli woe? Naneke o. Miele te n;,om be afɔku nadzɔ hafi mianɔ nuwo ɖe :ɖe goa?","""Bref, allons-nous enfin nous comporter comme des personnes responsables"""" ? à quoi servent tous les milliards alloués à l'entretien routier"""" ?""",ewe-fra,afrolingu
Mais Elon avance tant bien que mal dans ses études,gake Elon yi ŋgɔ le eƒe sukudede me ale si woate ŋui,fra-ewe,afrolingu
Un grand merci aussi au staff,meda akpe gã aɖe na kplɔlawo hã,fra-ewe,afrolingu
"website * esia nye bubudede ame ɖokui,dumevi bubuwo kple dunu siaa ŋu","""""""website * Elle est une attitude de respect de soi, des autres citoyens, mais aussi de l'espace et du bien public. """"""",ewe-fra,afrolingu
"abe agbea me ke ene la, yaʋala la ɖɔ kple ameƒomevi vovovo siwo hà ƒe susuwo to vovo","3- Acceptez que l’on ne soit pas d’accord avec vous     À l’image de la vie réelle, la toile est pleine de personnes de divers horizons qui ont différentes opinions",ewe-fra,afrolingu
Les procédures sont en cours pour que la coopérative profite de cet accompagnement,"wole ɖoɖo wɔm be habɔb;,oa nakpɔ gome le esia me",fra-ewe,afrolingu
"Erreur de « gawa », il nous a taxé 20 Cédis Ghanéens (GHS) environ 2150 francs alors que la course aurait dû coûter moins cher","ɖemanyala taa, exɔ cedis 20 le esime manye nenem o hafi",fra-ewe,afrolingu
"Dudɔnunɔla gbãtɔ, christophe Dabiré nɔ zime na wɔna la le ouagadoudou gakponuwɔƒeawo nɔƒe.","La cérémonie a été coiffée par le Premier ministre, Christophe Dabiré dans la zone industrielle de Ouagadougou, la capitale du Burkina Faso",ewe-fra,mafand
"Ne t’inquiète pas, je n’ai pas oublié les médicaments de notre fils","megavɔ̃ o, nyemeɣlɔ miavi ƒe atsike la be o",fra-ewe,afrolingu
Ame aɖeke meʋli nae o elabe wole mɔ kpɔm be ame bubu awɔe.,"Dans l’émission “On refait la télé” sur RTL, l’artiste qui est père d’un petit garçon depuis janvier a ainsi expliqué les raisons de ce choix",ewe-fra,mafand
mese wo ƒe dɔmedzui gɔme,De comprendre leur colère,ewe-fra,afrolingu
"Esi wose egome be womate ŋu wɔnaneke na ye be yeakpɔ dɔyɔla la kaba o la, ekem edze aglã ɖe nyɔnua ŋu.","Ayant finalement compris qu’il était impossible d’avancer son rendez-vous avec le médecin, il a été pris de rage et a violemment agressé l’employée",ewe-fra,mafand
"Même au delà de la religion, nous avons tendance à répercuter nos limites sur les autres","wú xɔsenya la, meidzia nuɖiaɖia le amewo ŋu le mia gbɔdzɔgbɔdzɔ ta",fra-ewe,afrolingu
"En effet, le club de la capitale française promettrait de ne pas s’attaquer à l’ailier brésilien Vinicius Junior, qui plaît au directeur sportif Leonardo",Wobe paris nagbe be yeowmadze Brezilvi Vinicius si nue le dzidzɔm na yewo la yome o.,fra-ewe,mafand
"Il parle également d'une crise d'identité, de jeunes qui se cherchent, qui s'interrogent,","eƒonu hã tso sɔhɛwo ƒe simadzedze wo ɖokui, siwo le nya geɖewo biam",fra-ewe,afrolingu
"Woɖe nya la ɖe go le adame me eye wole kalka ge vivi ,de dua me.","Annoncé à l’automne dernier lors du « Grenelle » contre les violences conjugales, le bracelet sera déployé de façon progressive",ewe-fra,mafand
"Madame, avez-vous déjà été enceinte,",aƒenɔ ɖee mifɔfu kpɔ va yia,fra-ewe,afrolingu
"Clara Morgane sur une balançoire : elle dévoile son fessier bombé sous un mini-bikini En deux heures seulement, le cliché en question a dépassé les 18 000 mentions “j’aime”",Yaʋaladzinɔnɔ naa be mieŋlɔa mia amedzesiwo be.,fra-ewe,mafand
Ta... ta... ta mère la lionne ?,em! E! Nɔwo dzatanɔa?,fra-ewe,afrolingu
ɖe woahe to ɖeka na nyɔnu eve siwo wɔ fuɖeɖe ŋudɔ mahã?,"""""""Dans les deux cas de figure un avortement est effectué, mais est-ce que les deux femmes qui ont choisi d'y avoir recours doivent subir la même condamnation ? Je ne pense pas. """"""",ewe-fra,afrolingu
Emmanuel kple Brigitte Macron dzena lɔlɔtɔ vavãwoe le go geɖe mee.,"Emmanuel et Brigitte Macron semblent, à bien d’égards, filer le parfait amour",ewe-fra,mafand
"Se souvenant de ce fait en juin, Édouard Philippe s’est dit «profondément déçu que la République, la IVe d’abord, la Ve ensuite, ne reconstruise pas la statue du général Dumas»","Esi Edouard Philip ɖo ŋu esia dzi le masa me la, ebe evea ye be womegawɔ ŋkuɖodzikpe bubu na aʋafiagã la oe.",fra-ewe,mafand
mese eƒe ɣletimeyiʋu ɖoɖoawonya hã,J’avais également vaguement entendu parler de ses projets de fusées,ewe-fra,afrolingu
"esi wotsi tsitre la, eƒe alɔ ganɔ ŋku dzi esi wogblɔ nam be","Quand il s’est relevé, il avait toujours une main collée à son œil endolori avant de me lancer :",ewe-fra,afrolingu
J’ai quitté les lieux sans me retourner,medzo le teƒea megbe makpɔtɔe,fra-ewe,afrolingu
"ke, nu kae nekpɔ?","Alors, qu’as-tu vu ?",ewe-fra,afrolingu
C’est à moi de faire la différence,Nyee nye amesi nado agea.,fra-ewe,mafand
Et cela donne parfois lieu à des situations cocasses,Eye esia nana ɣeyiɣi donukokuinamewoe.,fra-ewe,mafand
"Mais avec le recul, bien que de nombreuses prédictions de Steve Jobs soient exactes, certaines étaient erronées","To egbɔ be eƒe nya geɖe va eme la, geɖewo ga li siwo nye vodada.",fra-ewe,mafand
miazã nyakpɔleŋui nyuiawo na kakaɖedzi eye baɖawo na mia ɖɔɖɔɖo,Nous pouvons utiliser les commentaires positifs pour booster notre confiance et les commentaires négatifs pour nous améliorer,ewe-fra,afrolingu
"le Canada, Justin trudeau be le covidnyawo me hã ya na dɔ miliɔn ɖeka",Canada / Covid-19 : Justin Trudeau s’engage à créer 1 million d’emplois,ewe-fra,afrolingu
"""""""Au niveau individuel, chaque citoyen doit website * Photo : RFI """" Revendiquer c'est bien, mais opposer la violence à des personnes formées pour subir et exercer la violence, c'est courir droit dans le mur. """"""",ele eme be dumeviwio aʋli woƒe dzenawo ta gake menye tsitretsitsi ɖe kpovitɔwo ŋu o,fra-ewe,afrolingu
mekpɔ be enyam kɔtɛ,J’ai l’impression qu’il m’a toujours lue comme un livre ouvert,ewe-fra,afrolingu
"Moussa le fabricant de chaussures au sourire magnifique, Abo son cousin qui s'est formé en Italie pendant 5 mois pour revenir contribuer au business familial, Djily le couturier qui coud plus vite que son ombre, Fatou, la mère de 5 enfants, engagée auprès des paysans de la région et qui parcourt le monde pour parler de méthodes d'agriculture plus écolos,","Moussa le fabricant de chaussures au sourire magnifique, Abo son cousin qui s'est formé en Italie pendant 5 mois pour revenir contribuer au business familial, Djily le couturier qui coud plus vite que son ombre, Fatou, la mère de 5 enfants, engagée auprès des paysans de la région et qui parcourt le monde pour parler de méthodes d'agriculture plus écolos,",fra-ewe,afrolingu
Miaɖo ŋui be DJ Arafat yina guié edziedzi hefadze le afimae.,Rappelons qu’Arafat Dj allait beaucoup en Guinée où il ne faisait pas mal de concerts pour tous ses fanatiques de ce pays,ewe-fra,mafand
"En Guinée plus précisément à Conakry, le propriétaire d’une boite de nuit a sûrement beaucoup aimé le défunt artiste ivoirien","Le Konakry le Guinée du me la, zaɖakaɖola aɖe lɔa nyiɖuƒutahadzila aɖe si ku la vavã.",fra-ewe,mafand
"En Espagne, le journal Sport a dévoilé les quatre grands records que poursuit désormais Lionel Messi",boblododowo metsɔa ɖeke le eme na tokuwo o,fra-ewe,afrolingu
america kple nyiɖuƒuta ƒe agbe to vovo,"Les réalités des à‰tats Unis et de la Côte d'Ivoire sont différentes,",ewe-fra,afrolingu
esia bu le tame nam,»Ça m’est complètement sorti de la tête,ewe-fra,afrolingu
Nyeya mele afisia le fiasigã ƒe ku fam.,"Moi, je suis là, en train de pleurer la mort de la Reine Mère.",ewe-fra,afrolingu
J’ai regardé vers ma fiancée,metrɔ ɖe nye ɣbetɔ ŋu,fra-ewe,afrolingu
"adakanu wonye na anyigba sia eye eƒe nunyalagãwo aɖee fia to tɔtrɔ yeye sie anɔ woƒe nyagbɔgblɔ, hadzidzi kple nuwɔwɔ me","""""""Des lors que la différence ne s'institue plus entre les deux formes de violences et que la distance s'accentue entre la victime sacrificielle et la société, alors le processus de purification sociale et de mise en sens de l'ordre par le sacrifice devient impossible. """"""",ewe-fra,afrolingu
